id,Pclass,Sex,Age,Age_wiki,Class,SibSp,Parch,Fare,Cabin,Embarked,Hometown,Boarded,Destination,Lifeboat,WikiId,Survived
792,2,male,16.0,18.0,2.0,0,0,26.0,,S,"Liverpool, Merseyside, England",Southampton,"Montreal, Quebec, Canada",,420.0,0.0
793,3,female,,20.0,3.0,8,2,69.55,,S,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US",,1176.0,0.0
794,1,male,,42.0,1.0,0,0,30.6958,,C,"New York, New York, US",Cherbourg,"New York, New York, US",14,168.0,0.0
795,3,male,25.0,25.0,3.0,0,0,7.8958,,S,"Terziysko, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US",,760.0,0.0
796,2,male,39.0,39.0,2.0,0,0,13.0,,S,"Middleburg Heights, Ohio, US",Southampton,"Middleburg Heights, Ohio, US",,528.0,0.0
797,1,female,49.0,49.0,1.0,0,0,25.9292,D17,S,"New York, New York, US",Southampton,"New York, New York, US",8,182.0,1.0
798,3,female,31.0,31.0,3.0,0,0,8.6833,,S,"Vagovina, Croatia",Southampton,"Steelton, Pennsylvania, US",?,668.0,1.0
799,3,male,30.0,33.0,3.0,0,0,7.2292,,C,"Beirut, Lebanon",Cherbourg,New York City,,1202.0,0.0
800,3,female,30.0,30.0,3.0,1,1,24.15,,S,"Kerksken, Belgium",Southampton,"Detroit, Michigan, US",,1275.0,0.0
801,2,male,34.0,34.0,2.0,0,0,13.0,,S,"Southampton, Hampshire, England",Southampton,New York City,,542.0,0.0
802,2,female,31.0,31.0,2.0,1,1,26.25,,S,"Bishopstoke, Hampshire, England",Southampton,"Payette, Idaho, US",14,384.0,1.0
803,1,male,11.0,11.0,1.0,1,2,120.0,B96 B98,S,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",4,63.0,1.0
804,3,male,0.42,0.42,3.0,0,1,8.5167,,C,"Hardîne, Lebanon",Cherbourg,"Wilkes Barre, Pennsylvania, US",16,1250.0,1.0
805,3,male,27.0,27.0,3.0,0,0,6.975,,S,"St. Paul, Minnesota, US",Southampton,"St. Paul, Minnesota, US",15,863.0,1.0
806,3,male,31.0,31.0,3.0,0,0,7.775,,S,"Duluth, Minnesota, US",Southampton,"Duluth, Minnesota, US",,898.0,0.0
807,1,male,39.0,39.0,1.0,0,0,0.0,A36,S,"Belfast, Ireland, UK",Belfast,"New York, New York, US",,12.0,0.0
808,3,female,18.0,18.0,3.0,0,0,7.775,,S,"Stockholm, Uppland, Sweden",Southampton,"Iron Mountain, Michigan, US",,1133.0,0.0
809,2,male,39.0,31.0,2.0,0,0,13.0,,S,"Harrow, London, England",Southampton,New York City,,511.0,0.0
810,1,female,33.0,32.0,1.0,1,0,53.1,E8,S,"New York, New York, US",Southampton,"New York, New York, US",5,72.0,1.0
811,3,male,26.0,23.0,3.0,0,0,7.8875,,S,"Great Yarmouth, Norfolk, England",Southampton,"Albion, Michigan, US",,623.0,0.0
812,3,male,39.0,39.0,3.0,0,0,24.15,,S,"West Bromwich, Staffordshire, England",Southampton,"Pontiac, Michigan, US",,971.0,0.0
813,2,male,35.0,35.0,2.0,0,0,10.5,,S,"Landrake, Cornwall, England",Southampton,"Nashua, New Hampshire, US",,569.0,0.0
814,3,female,6.0,6.0,3.0,4,2,31.275,,S,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada",,636.0,0.0
815,3,male,30.5,22.0,3.0,0,0,8.05,,S,"Portage la Prairie, Manitoba, Canada",Southampton,"Des Moines, Iowa, US",,1259.0,0.0
816,1,male,,39.0,1.0,0,0,0.0,B102,S,"Liverpool, Merseyside, England, UK",Southampton,"New York, New York, US",,171.0,0.0
817,3,female,23.0,23.0,3.0,0,0,7.925,,S,"Turku, Finland",Southampton,New York City,,866.0,0.0
818,2,male,31.0,31.0,2.0,1,1,37.0042,,C,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",,499.0,0.0
819,3,male,43.0,43.0,3.0,0,0,6.45,,S,"Karlshamn, Blekinge, Sweden",Southampton,New York City,,873.0,0.0
820,3,male,10.0,11.0,3.0,3,2,27.9,,S,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US",,1216.0,0.0
821,1,female,52.0,52.0,1.0,1,1,93.5,B69,S,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",3,154.0,1.0
822,3,male,27.0,29.0,3.0,0,0,8.6625,,S,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US",15,986.0,1.0
823,1,male,38.0,38.0,1.0,0,0,0.0,,S,"Rotterdam, The Netherlands",Southampton,"New York, New York, US",,233.0,0.0
824,3,female,27.0,29.0,3.0,0,1,12.475,E121,S,"Unknown, Russia",Southampton,"Chicago, Illinois, US",14,1034.0,1.0
825,3,male,2.0,2.0,3.0,4,1,39.6875,,S,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US",,1113.0,0.0
826,3,male,,42.0,3.0,0,0,6.95,,Q,"Clonbur, Galway, Ireland",Queenstown,"Pittsburgh, Pennsylvania, US",,810.0,0.0
827,3,male,,23.0,3.0,0,0,56.4958,,S,"Hong Kong, China",Southampton,New York City,,953.0,0.0
828,2,male,1.0,1.0,2.0,0,2,37.0042,,C,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",10,501.0,1.0
829,3,male,,19.0,3.0,0,0,7.75,,Q,"Bayonne, New Jersey, US",Queenstown,"Guttenberg, New Jersey, US",15,1007.0,1.0
830,1,female,62.0,62.0,1.0,0,0,80.0,B28,,"New York, New York, US",Southampton,"New York, New York, US",6,283.0,1.0
831,3,female,15.0,15.0,3.0,1,0,14.4542,,C,"Unknown, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US",C,1307.0,1.0
832,2,male,0.83,0.75,2.0,1,1,18.75,,S,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",4,555.0,1.0
833,3,male,,30.0,3.0,0,0,7.2292,,C,"Tebnine, Lebanon",Cherbourg,New York City,,1170.0,0.0
834,3,male,23.0,23.0,3.0,0,0,7.8542,,S,"Krakoryd, Småland, Sweden",Southampton,"Bloomington, Indiana, US",,660.0,0.0
835,3,male,18.0,15.0,3.0,0,0,8.3,,S,"Southall, London, England",Southampton,New York City,,628.0,0.0
836,1,female,39.0,39.0,1.0,1,1,83.1583,E49,C,"Lakewood, New Jersey, US",Cherbourg,"Lakewood, New Jersey, US",14,82.0,1.0
837,3,male,21.0,21.0,3.0,0,0,8.6625,,S,"Streklevac, Slovenia",Southampton,"Aurora, Illinois, US",,1115.0,0.0
838,3,male,,20.0,3.0,0,0,8.05,,S,"London, England",Southampton,New York City,,1210.0,0.0
839,3,male,32.0,32.0,3.0,0,0,56.4958,,S,"Hong Kong, China",Southampton,New York City,C,720.0,1.0
840,1,male,,28.0,1.0,0,0,29.7,C47,C,"Paris, France",Cherbourg,"New York, New York, US",7,195.0,1.0
841,3,male,20.0,19.0,3.0,0,0,7.925,,S,"Salo, Finland",Southampton,"Astoria, Oregon, US",,624.0,0.0
842,2,male,16.0,16.0,2.0,0,0,10.5,,S,"Huntingfield, Suffolk, England",Southampton,New York City,,517.0,0.0
843,1,female,30.0,30.0,1.0,0,0,31.0,,C,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",4,61.0,1.0
844,3,male,34.5,30.0,3.0,0,0,6.4375,,C,"Áyios Sóstis, Greece",Cherbourg,"Stamford, Connecticut US",,989.0,0.0
845,3,male,17.0,17.0,3.0,0,0,8.6625,,S,"Lipova Glavica, Croatia",Southampton,"Hammond, Indiana, US",,749.0,0.0
846,3,male,42.0,40.0,3.0,0,0,7.55,,S,"Cincinnati, Ohio, US",Southampton,"Cincinnati, Ohio, US",,608.0,0.0
847,3,male,,18.0,3.0,8,2,69.55,,S,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US",,1178.0,0.0
848,3,male,35.0,35.0,3.0,0,0,7.8958,,C,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US",,1003.0,0.0
849,2,male,28.0,39.0,2.0,0,1,33.0,,S,"London, England",Southampton,"Chicago, Illinois, US",,434.0,0.0
850,1,female,,40.0,1.0,1,0,89.1042,C92,C,"Paris, France",Cherbourg,"New York, New York, US",5,132.0,1.0
851,3,male,4.0,4.0,3.0,4,2,31.275,,S,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada",,637.0,0.0
852,3,male,74.0,74.0,3.0,0,0,7.775,,S,"Reftele, Småland, Sweden",Southampton,"Effington Rut, South Dakota, US",,1243.0,0.0
853,3,female,9.0,7.0,3.0,1,1,15.2458,,C,"Unknown, Lebanon",Cherbourg,"Kent, British Columbia, Canada",,698.0,0.0
854,1,female,16.0,16.0,1.0,0,1,39.4,D28,S,"Paris, France",Cherbourg,"Hanover, New Hampshire, US",9,189.0,1.0
855,2,female,44.0,45.0,2.0,1,0,26.0,,S,"London, England, UK",Southampton,New York City,,371.0,0.0
856,3,female,18.0,18.0,3.0,0,1,9.35,,S,"London, England",Southampton,"Norfolk, Virginia, US",13,620.0,1.0
857,1,female,45.0,45.0,1.0,1,1,164.8667,,S,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US",8,314.0,1.0
858,1,male,51.0,51.0,1.0,0,0,26.55,E17,S,"Lima, Peru",Southampton,"Lima, Peru",A,91.0,1.0
859,3,female,24.0,24.0,3.0,0,3,19.2583,,C,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US",C,669.0,1.0
860,3,male,,30.0,3.0,0,0,7.2292,,C,"Tebnine, Lebanon",Cherbourg,New York City,,1142.0,0.0
861,3,male,41.0,41.0,3.0,2,0,14.1083,,S,"Racine, Wisconsin, US",Southampton,"Racine, Wisconsin, US",,855.0,0.0
862,2,male,21.0,20.0,2.0,1,0,11.5,,S,"Porthleven, Cornwall, England",Southampton,"Camden, New Jersey, US",,424.0,0.0
863,1,female,48.0,46.0,1.0,0,0,25.9292,D17,S,"New York, New York, US",Southampton,"New York, New York, US",8,290.0,1.0
864,3,female,,14.0,3.0,8,2,69.55,,S,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US",,1180.0,0.0
865,2,male,24.0,24.0,2.0,0,0,13.0,,S,"Clevedon, North Somerset England",Southampton,New York City,,426.0,0.0
866,2,female,42.0,42.0,2.0,0,0,13.0,,S,New York City,Southampton,New York City,?,363.0,1.0
867,2,female,27.0,27.0,2.0,1,0,13.8583,,C,"Barcelona, Catalonia, Spain",Cherbourg,"Havana, Cuba",12,407.0,1.0
868,1,male,31.0,31.0,1.0,0,0,50.4958,A24,S,"Trenton, New Jersey, US",Southampton,"Trenton, New Jersey, US",,237.0,0.0
869,3,male,,23.0,3.0,0,0,9.5,,S,"Haaltert, East Flanders, Belgium",Southampton,"Detroit, Michigan, US",,1277.0,0.0
870,3,male,4.0,4.0,3.0,1,1,11.1333,,S,"St. Charles, Illinois, US",Southampton,"St. Charles, Illinois, US",15,903.0,1.0
871,3,male,26.0,26.0,3.0,0,0,7.8958,,S,"Bosanska Krupa, Bosnia",Southampton,"Harrisburg, Pennsylvania, US",,667.0,0.0
872,1,female,47.0,46.0,1.0,1,1,52.5542,D35,S,"New York, New York, US",Southampton,"New York, New York, US",5,27.0,1.0
873,1,male,33.0,33.0,1.0,0,0,5.0,B51 B53 B55,S,"New York, New York, US",Southampton,"New York, New York, US",,54.0,0.0
874,3,male,47.0,46.0,3.0,0,0,9.0,,S,"Zwevezele, Belgium",Southampton,"Detroit, Michigan, US",,1278.0,0.0
875,2,female,28.0,28.0,2.0,1,0,24.0,,C,Russia,Cherbourg,"New York, New York, US",10,328.0,1.0
876,3,female,15.0,15.0,3.0,0,0,7.225,,C,"El Shweir, Lebanon",Cherbourg,"Brooklyn, New York, US",C,1311.0,1.0
877,3,male,20.0,19.0,3.0,0,0,9.8458,,S,"Kokkola, Finland",Southampton,"Waukegan, Illinois, US",,842.0,0.0
878,3,male,19.0,19.0,3.0,0,0,7.8958,,S,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US",,1131.0,0.0
879,3,male,,23.0,3.0,0,0,7.8958,,S,"Knezhni Lak, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US",,951.0,0.0
880,1,female,56.0,56.0,1.0,0,1,83.1583,C50,C,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US",7,232.0,1.0
881,2,female,25.0,25.0,2.0,0,1,26.0,,S,"Deer Lodge, Montana, US",Southampton,"Deer Lodge, Montana, US",12,563.0,1.0
882,3,male,33.0,33.0,3.0,0,0,7.8958,,S,"Milje, Slovenia",Cherbourg,New York City,,1004.0,0.0
883,3,female,22.0,22.0,3.0,0,0,10.5167,,S,"Stockholm, Sweden",Southampton,"Chicago, Illinois, US",,752.0,0.0
884,2,male,28.0,28.0,2.0,0,0,10.5,,S,"Plymouth, Devon, England",Southampton,"Houghton, Michigan, US",,337.0,0.0
885,3,male,25.0,25.0,3.0,0,0,7.05,,S,"London, England",Southampton,"Buffalo, New York, US",,1242.0,0.0
886,3,female,39.0,39.0,3.0,0,5,29.125,,Q,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US",,1146.0,0.0
887,2,male,27.0,27.0,2.0,0,0,13.0,,S,"Gudinė, Lithuania [76]",Southampton,"Worcester, Massachusetts, US",,514.0,0.0
888,1,female,19.0,19.0,1.0,0,0,30.0,B42,S,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US",3,137.0,1.0
889,3,female,,7.0,3.0,1,2,23.45,,S,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US",,910.0,0.0
890,1,male,26.0,26.0,1.0,0,0,30.0,C148,C,"New York, New York, US",Cherbourg,"New York, New York, US",5,28.0,1.0
891,3,male,32.0,43.0,3.0,0,0,7.75,,Q,"Patrickswell, Limerick, Ireland",Queenstown,New York City,,783.0,0.0
892,3,male,34.5,19.0,3.0,0,0,7.8292,,Q,"Unknown, Ireland",Southampton,New York City,,928.0,
893,3,female,47.0,47.0,3.0,1,0,7.0,,S,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",16,1297.0,
894,2,male,62.0,63.0,2.0,0,0,9.6875,,Q,"Fermoy, Ireland[note 1]",Queenstown,"Waban, Massachusetts, US",,518.0,
895,3,male,27.0,27.0,3.0,0,0,8.6625,,S,"Uster, Switzerland",Southampton,"Beloit, Wisconsin, US",,1303.0,
896,3,female,22.0,22.0,3.0,1,1,12.2875,,S,"Taalintehdas, Finland",Southampton,"Monessen, Pennsylvania, US",15,871.0,
897,3,male,14.0,14.0,3.0,0,0,9.225,,S,"Knäred, Halland, Sweden",Southampton,"Beresford, South Dakota, US",13,1244.0,
898,3,female,30.0,35.0,3.0,0,0,7.6292,,Q,"Bank Place, Tipperary, Ireland",Queenstown,"Dobbs Ferry, New York, US",,733.0,
899,2,male,26.0,26.0,2.0,1,1,29.0,,S,"Bangkok, Siam[note 5]",Southampton,"Roseville, Illinois, US",13,364.0,
900,3,female,18.0,18.0,3.0,0,0,7.2292,,C,"Shwayhad, Syria",Cherbourg,"Greensburg, Pennsylvania, US",C,616.0,
901,3,male,21.0,21.0,3.0,2,0,24.15,,S,"West Bromwich, Staffordshire, England",Southampton,"Pontiac, Michigan, US",,763.0,
902,3,male,,32.0,3.0,0,0,7.8958,,S,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US",,1308.0,
903,1,male,46.0,46.0,1.0,0,0,26.0,,S,"Bennington, Vermont, US",Southampton,"Bennington, Vermont, US",,173.0,
904,1,female,23.0,23.0,1.0,1,0,82.2667,B45,S,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US",7,268.0,
905,2,male,63.0,63.0,2.0,1,0,26.0,,S,"Swindon, Wiltshire, England",Southampton,"Idaho, US",,460.0,
906,1,female,47.0,47.0,1.0,1,0,61.175,E31,S,"Amenia, North Dakota, US",Southampton,"Amenia, North Dakota, US",4,70.0,
907,2,female,24.0,24.0,2.0,1,0,27.7208,,C,"Montecarlo, Lucca, Tuscany, Italy",Cherbourg,"Chicago, Illinois, US",11,397.0,
908,2,male,35.0,35.0,2.0,0,0,12.35,,Q,"Limerick, Ireland[note 1]",Queenstown,"St Louis, Missouri, US",,475.0,
909,3,male,21.0,21.0,3.0,0,0,7.225,,C,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada",,822.0,
910,3,female,27.0,27.0,3.0,1,0,7.925,,S,"New York City, New York, US",Southampton,New York City,,881.0,
911,3,female,45.0,45.0,3.0,0,0,7.225,,C,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada",C,656.0,
912,1,male,55.0,46.0,1.0,1,0,59.4,,C,"New York, New York, US",Cherbourg,"New York, New York, US",,243.0,
913,3,male,9.0,9.0,3.0,0,1,3.1708,,S,"Trondheim, Norway",Southampton,"Brooklyn, New York, US",13,1094.0,
914,1,female,,48.0,1.0,0,0,31.6833,,S,"New York, New York, US",Cherbourg,"New York, New York, US",7,110.0,
915,1,male,21.0,21.0,1.0,0,1,61.3792,,C,"Geneva, Switzerland",Cherbourg,"Radnor, Pennsylvania, US",A,323.0,
916,1,female,48.0,48.0,1.0,1,3,262.375,B57 B59 B63 B66,C,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US",4,247.0,
917,3,male,50.0,50.0,3.0,1,0,14.5,,S,"St Austell, Cornwall, England",Southampton,"Yonkers, New York, US",,1157.0,
918,1,female,22.0,22.0,1.0,0,1,61.9792,B36,C,"Providence, Rhode Island, US",Southampton,"Providence, Rhode Island, US",5,221.0,
919,3,male,22.5,19.0,3.0,0,0,7.225,,C,"Ibrin[85], Syria or Lebanon",Cherbourg,"Kulpmont, Pennsylvania, US",,1203.0,
920,1,male,41.0,41.0,1.0,0,0,30.5,A21,S,"Pomeroy, Washington, US",Southampton,"Pomeroy, Washington, US",,39.0,
921,3,male,,17.0,3.0,2,0,21.6792,,C,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US",,1190.0,
922,2,male,50.0,50.0,2.0,1,0,26.0,,S,"Weston-super-Mare, North Somerset, England",Southampton,New York City,,495.0,
923,2,male,24.0,24.0,2.0,2,0,31.5,,S,"Guernsey, Channel Islands",Southampton,"Elizabeth, New Jersey, US",,468.0,
924,3,female,33.0,32.0,3.0,1,2,20.575,,S,"Bartley Farm, Hampshire, England",Southampton,"Wichita, Kansas, US",10,771.0,
925,3,female,,34.0,3.0,1,2,23.45,,S,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US",,908.0,
926,1,male,30.0,30.0,1.0,1,0,57.75,C78,C,"New York, New York, US",Cherbourg,"New York, New York, US",11,208.0,
927,3,male,18.5,19.0,3.0,0,0,7.2292,,C,"Agios Sostis, Greece",Cherbourg,"Milwaukee, Wisconsin, US",,925.0,
928,3,female,,26.0,3.0,0,0,8.05,,S,"London, England",Southampton,New York City,C,1164.0,
929,3,female,21.0,21.0,3.0,0,0,8.6625,,S,"Široka Kula, Croatia",Southampton,"Chicago, Illinois, US",,707.0,
930,3,male,25.0,21.0,3.0,0,0,9.5,,S,"Zwevezele, Belgium",Southampton,"Detroit, Michigan, US",11,1195.0,
931,3,male,,28.0,3.0,0,0,56.4958,,S,"Hong Kong, China",Southampton,New York City,,961.0,
932,3,male,39.0,39.0,3.0,0,1,13.4167,,C,"Milje, Slovenia",Southampton,"Galesburg, Illinois, US",15,923.0,
933,1,male,,37.0,1.0,0,0,26.55,D34,S,"London, England, UK",Southampton,"New York, New York, US",,119.0,
934,3,male,41.0,41.0,3.0,0,0,7.85,,S,"Unknown, Russia",Southampton,"Philadelphia, Pennsylvania, US",,830.0,
935,2,female,30.0,30.0,2.0,0,0,13.0,,S,"Provo, Utah, US",Southampton,"Provo, Utah, US",,387.0,
936,1,female,45.0,45.0,1.0,1,0,52.5542,D19,S,"Boston, Massachusetts, US",Southampton,"Boston, Massachusetts, US",5,179.0,
937,3,male,25.0,25.0,3.0,0,0,7.925,,S,"Helsinki, Finland",Southampton,New York City,,1125.0,
938,1,male,45.0,45.0,1.0,0,0,29.7,A9,C,"Paris, France",Cherbourg,"Ottawa, Ontario, Canada",7,74.0,
939,3,male,,24.0,3.0,0,0,7.75,,Q,"Tynagh, Galway, Ireland",Queenstown,New York City,,1201.0,
940,1,female,60.0,59.0,1.0,0,0,76.2917,D15,C,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US",8,45.0,
941,3,female,36.0,36.0,3.0,0,2,15.9,,S,"London, England",Southampton,"Brooklyn, New York, US",2,742.0,
942,1,male,24.0,24.0,1.0,1,0,60.0,C31,S,"Huntington, West Virginia, US",Cherbourg,"Huntington, West Virginia, US",,264.0,
943,2,male,27.0,27.0,2.0,0,0,15.0333,,C,New York City,Southampton,New York City,,544.0,
944,2,female,20.0,20.0,2.0,2,1,23.0,,S,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",4,453.0,
945,1,female,28.0,28.0,1.0,3,2,263.0,C23 C25 C27,S,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",10,115.0,
946,2,male,,30.0,2.0,0,0,15.5792,,C,"Paris, France",Cherbourg,New York City,,502.0,
947,3,male,10.0,10.0,3.0,4,1,29.125,,Q,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US",,1147.0,
948,3,male,35.0,35.0,3.0,0,0,7.8958,,S,"Kricina, Croatia",Southampton,"Great Falls, Montana, US",,737.0,
949,3,male,25.0,25.0,3.0,0,0,7.65,F G63,S,"Perkins County, South Dakota, US",Southampton,"Perkins County, South Dakota, US",A,614.0,
950,3,male,,32.0,3.0,1,0,16.1,,S,"Liverpool, Merseyside, England",Southampton,"Bedford, Indiana, US",,765.0,
951,1,female,36.0,36.0,1.0,0,0,262.375,B61,C,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US",4,248.0,
952,3,male,17.0,17.0,3.0,0,0,7.8958,,S,"Podgora, Croatia",Southampton,"Vancouver, British Columbia, Canada",,779.0,
953,2,male,32.0,32.0,2.0,0,0,13.5,,S,"Sydney, New South Wales, Australia",Southampton,Canada,,505.0,
954,3,male,18.0,18.0,3.0,0,0,7.75,,S,"Stockholm, Sweden",Southampton,New York City,,682.0,
955,3,female,22.0,22.0,3.0,0,0,7.725,,Q,"Kingwilliamstown, Cork, Ireland",Queenstown,"Glen Falls, New York, US",13,688.0,
956,1,male,13.0,13.0,1.0,2,2,262.375,B57 B59 B63 B66,C,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US",4,251.0,
957,2,female,,30.0,2.0,0,0,21.0,,S,"Pittsburgh, Pennsylvania, US",Southampton,"Pittsburgh, Pennsylvania, US",,388.0,
958,3,female,18.0,17.0,3.0,0,0,7.8792,,Q,"Kilmacowen, Sligo, Ireland",Queenstown,New York City,,700.0,
959,1,male,47.0,47.0,1.0,0,0,42.4,,S,"Washington, DC, US",Southampton,"Washington, DC, US",,210.0,
960,1,male,31.0,31.0,1.0,0,0,28.5375,C53,C,"Albany, New York, US",Cherbourg,"Albany, New York, US",7,301.0,
961,1,female,60.0,60.0,1.0,1,4,263.0,C23 C25 C27,S,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",10,114.0,
962,3,female,24.0,25.0,3.0,0,0,7.75,,Q,"Athlone, Westmeath, Ireland",Queenstown,"Providence, Rhode Island, US",15,1048.0,
963,3,male,21.0,21.0,3.0,0,0,7.8958,,S,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US",,1030.0,
964,3,female,29.0,29.0,3.0,0,0,7.925,,S,"Karinainen, Finland",Southampton,"Aberdeen, Washington, US",,1066.0,
965,1,male,28.5,36.0,1.0,0,0,27.7208,D43,C,"Havana, Cuba",Cherbourg,"Havana, Cuba",,222.0,
966,1,female,35.0,35.0,1.0,0,0,211.5,C130,C,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",4,319.0,
967,1,male,32.5,33.0,1.0,0,0,211.5,C132,C,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",,317.0,
968,3,male,,23.0,3.0,0,0,8.05,,S,"Greenwich, London, England",Southampton,New York City,,1028.0,
969,1,female,55.0,55.0,1.0,2,0,25.7,C101,S,"New York, New York, US",Southampton,"New York, New York, US",2,84.0,
970,2,male,30.0,30.0,1.0,0,0,13.0,,S,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",,59.0,
971,3,female,24.0,24.0,3.0,0,0,7.75,,Q,"Bree, Wexford, Ireland",Queenstown,New York City,,787.0,
972,3,male,6.0,9.0,3.0,1,1,15.2458,,C,"Unknown, Lebanon",Cherbourg,"Kent, British Columbia, Canada",,697.0,
973,1,male,67.0,67.0,1.0,1,0,221.7792,C55 C57,S,"New York, New York, US",Southampton,"New York, New York, US",,285.0,
974,1,male,49.0,49.0,1.0,0,0,26.0,,S,"Ascot, Berkshire, England, UK",Southampton,"Rochester, New York, US",,64.0,
975,3,male,,23.0,3.0,0,0,7.8958,,S,"Unknown, Macedonia",Southampton,New York City,,1002.0,
976,2,male,,30.0,2.0,0,0,10.7083,,Q,"Glencree, Ireland[note 1]",Queenstown,"Providence, Rhode Island, US",,484.0,
977,3,male,,25.0,3.0,1,0,14.4542,,C,"Hardîne, Lebanon",Cherbourg,"Wilkes Barre, Pennsylvania, US",,933.0,
978,3,female,27.0,26.0,3.0,0,0,7.8792,,Q,"New York City, New York, US",Queenstown,New York City,,675.0,
979,3,female,18.0,18.0,3.0,0,0,8.05,,S,"Clevedon, North Somerset, England",Southampton,"Skaneateles, New York, US",C,665.0,
980,3,female,,21.0,3.0,0,0,7.75,,Q,"Cum, Mayo, Ireland",Queenstown,"Chicago, Illinois, US",,782.0,
981,2,male,2.0,2.0,2.0,1,1,23.0,,S,"Heamoor, Cornwall, England",Southampton,"Akron, Ohio, US",14,595.0,
982,3,female,22.0,22.0,3.0,1,0,13.9,,S,"New Haven, Connecticut, US",Southampton,"New Haven, Connecticut, US",16,793.0,
983,3,male,,28.0,3.0,0,0,7.775,,S,"Sandefjord, Norway",Southampton,"Seattle, Washington, US",,1122.0,
984,1,female,27.0,27.0,1.0,1,2,52.0,B71,S,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",3,94.0,
985,3,male,,32.0,3.0,0,0,8.05,,S,"London, England",Southampton,"Clinton, New York, US",,841.0,
986,1,male,25.0,24.0,1.0,0,0,26.0,,C,"Antwerp, Belgium",Cherbourg,"San Francisco, California, US",,29.0,
987,3,male,25.0,25.0,3.0,0,0,7.7958,,S,"Stockholm, Uppland, Sweden",Southampton,"Burlington, Iowa, US",13,1246.0,
988,1,female,76.0,25.0,1.0,1,0,78.85,C46,S,"London, England, UK",Southampton,"New York, New York, US",6,67.0,
989,3,male,29.0,29.0,3.0,0,0,7.925,,S,"Ikaalinen, Pirkanmaa, Finland",Southampton,"Glassport, Pennsylvania, US",,997.0,
990,3,female,20.0,20.0,3.0,0,0,7.8542,,S,"Medeltorp, Småland, Sweden",Southampton,"Chicago, Illinois, US",,689.0,
991,3,male,33.0,33.0,3.0,0,0,8.05,,S,"St Austell, Cornwall, England",Southampton,"Yonkers, New York, US",,1060.0,
992,1,female,43.0,44.0,1.0,1,0,55.4417,C116,C,"Newark, New Jersey, US",Cherbourg,"Newark, New Jersey, US",5,280.0,
